TIME,GEO,Value
2009W06,Th�ringen,663
2009W07,Germany (until 1990 former territory of the FRG),"19,496"
2009W07,Baden-W�rttemberg,"2,262"
2009W07,Bayern,"2,856"
2009W07,Berlin,692
2009W07,Brandenburg,601
2009W07,Bremen,179
2009W07,Hamburg,380
2009W07,Hessen,"1,41"
2009W07,Mecklenburg-Vorpommern,398
2009W07,Niedersachsen,"1,948"
2009W07,Nordrhein-Westfalen,"4,233"
2009W07,Rheinland-Pfalz,"1,022"
2009W07,Saarland,297
2009W07,Sachsen,"1,167"
2009W07,Sachsen-Anhalt,733
2009W07,Schleswig-Holstein,691
2009W07,Th�ringen,627
2009W08,Germany (until 1990 former territory of the FRG),"18,792"
2009W08,Baden-W�rttemberg,"2,166"
2009W08,Bayern,"2,736"
2009W08,Berlin,721
2009W08,Brandenburg,543
2009W08,Bremen,170
2009W08,Hamburg,362
2009W08,Hessen,"1,369"
2009W08,Mecklenburg-Vorpommern,374
2009W08,Niedersachsen,"1,854"
2009W08,Nordrhein-Westfalen,"4,059"
2009W08,Rheinland-Pfalz,979
2009W08,Saarland,294
2009W08,Sachsen,"1,189"
2009W08,Sachsen-Anhalt,680
2009W08,Schleswig-Holstein,693
2009W08,Th�ringen,603
2009W09,Germany (until 1990 former territory of the FRG),"18,241"
2009W09,Baden-W�rttemberg,"2,142"
2009W09,Bayern,"2,608"
2009W09,Berlin,663
2009W09,Brandenburg,601
2009W09,Bremen,165
2009W09,Hamburg,352
2009W09,Hessen,"1,301"
2009W09,Mecklenburg-Vorpommern,381
2009W09,Niedersachsen,"1,793"
2009W09,Nordrhein-Westfalen,"4,074"
2009W09,Rheinland-Pfalz,948
2009W09,Saarland,281
2009W09,Sachsen,"1,084"
2009W09,Sachsen-Anhalt,631
2009W09,Schleswig-Holstein,651
2009W09,Th�ringen,566
2009W10,Germany (until 1990 former territory of the FRG),"17,926"
2009W10,Baden-W�rttemberg,"2,129"
2009W10,Bayern,"2,61"
2009W10,Berlin,626
2009W10,Brandenburg,526
2009W10,Bremen,159
2009W10,Hamburg,337
2009W10,Hessen,"1,349"
2009W10,Mecklenburg-Vorpommern,381
2009W10,Niedersachsen,"1,781"
2009W10,Nordrhein-Westfalen,"3,968"
2009W10,Rheinland-Pfalz,914
2009W10,Saarland,267
2009W10,Sachsen,991
2009W10,Sachsen-Anhalt,649
2009W10,Schleswig-Holstein,633
2009W10,Th�ringen,606
2009W11,Germany (until 1990 former territory of the FRG),"17,164"
2009W11,Baden-W�rttemberg,"2,064"
2009W11,Bayern,"2,462"
2009W11,Berlin,625
2009W11,Brandenburg,534
2009W11,Bremen,152
2009W11,Hamburg,324
2009W11,Hessen,"1,216"
2009W11,Mecklenburg-Vorpommern,363
2009W11,Niedersachsen,"1,688"
2009W11,Nordrhein-Westfalen,"3,83"
2009W11,Rheinland-Pfalz,922
2009W11,Saarland,240
2009W11,Sachsen,"1,003"
2009W11,Sachsen-Anhalt,593
2009W11,Schleswig-Holstein,603
2009W11,Th�ringen,545
2009W12,Germany (until 1990 former territory of the FRG),"16,844"
2009W12,Baden-W�rttemberg,"1,94"
2009W12,Bayern,"2,499"
2009W12,Berlin,598
2009W12,Brandenburg,544
2009W12,Bremen,149
2009W12,Hamburg,324
2009W12,Hessen,"1,186"
2009W12,Mecklenburg-Vorpommern,343
2009W12,Niedersachsen,"1,686"
2009W12,Nordrhein-Westfalen,"3,624"
2009W12,Rheinland-Pfalz,901
2009W12,Saarland,274
2009W12,Sachsen,"1,008"
2009W12,Sachsen-Anhalt,634
2009W12,Schleswig-Holstein,605
2009W12,Th�ringen,529
2009W13,Germany (until 1990 former territory of the FRG),"16,811"
2009W13,Baden-W�rttemberg,"1,981"
2009W13,Bayern,"2,409"
2009W13,Berlin,643
2009W13,Brandenburg,530
2009W13,Bremen,150
2009W13,Hamburg,329
2009W13,Hessen,"1,251"
2009W13,Mecklenburg-Vorpommern,355
2009W13,Niedersachsen,"1,615"
2009W13,Nordrhein-Westfalen,"3,63"
2009W13,Rheinland-Pfalz,912
2009W13,Saarland,254
2009W13,Sachsen,963
2009W13,Sachsen-Anhalt,650
2009W13,Schleswig-Holstein,593
2009W13,Th�ringen,546
2009W14,Germany (until 1990 former territory of the FRG),"16,66"
2009W14,Baden-W�rttemberg,"1,89"
2009W14,Bayern,"2,406"
2009W14,Berlin,618
2009W14,Brandenburg,539
2009W14,Bremen,134
2009W14,Hamburg,325
2009W14,Hessen,"1,214"
2009W14,Mecklenburg-Vorpommern,354
2009W14,Niedersachsen,"1,718"
2009W14,Nordrhein-Westfalen,"3,706"
2009W14,Rheinland-Pfalz,855
2009W14,Saarland,255
2009W14,Sachsen,976
2009W14,Sachsen-Anhalt,600
2009W14,Schleswig-Holstein,542
2009W14,Th�ringen,528
2009W15,Germany (until 1990 former territory of the FRG),"16,531"
2009W15,Baden-W�rttemberg,"1,95"
2009W15,Bayern,"2,288"
2009W15,Berlin,628
2009W15,Brandenburg,495
2009W15,Bremen,166
2009W15,Hamburg,325
2009W15,Hessen,"1,185"
2009W15,Mecklenburg-Vorpommern,348
2009W15,Niedersachsen,"1,635"
2009W15,Nordrhein-Westfalen,"3,736"
2009W15,Rheinland-Pfalz,854
2009W15,Saarland,216
2009W15,Sachsen,"1,018"
2009W15,Sachsen-Anhalt,630
2009W15,Schleswig-Holstein,567
2009W15,Th�ringen,490
2009W16,Germany (until 1990 former territory of the FRG),"15,801"
2009W16,Baden-W�rttemberg,"1,761"
2009W16,Bayern,"2,294"
2009W16,Berlin,597
2009W16,Brandenburg,501
2009W16,Bremen,154
2009W16,Hamburg,315
2009W16,Hessen,"1,14"
2009W16,Mecklenburg-Vorpommern,351
2009W16,Niedersachsen,"1,56"
2009W16,Nordrhein-Westfalen,"3,554"
2009W16,Rheinland-Pfalz,825
2009W16,Saarland,225
2009W16,Sachsen,924
2009W16,Sachsen-Anhalt,556
2009W16,Schleswig-Holstein,549
2009W16,Th�ringen,495
2009W17,Germany (until 1990 former territory of the FRG),"15,656"
2009W17,Baden-W�rttemberg,"1,815"
2009W17,Bayern,"2,235"
2009W17,Berlin,595
2009W17,Brandenburg,483
2009W17,Bremen,149
2009W17,Hamburg,305
2009W17,Hessen,"1,129"
2009W17,Mecklenburg-Vorpommern,331
2009W17,Niedersachsen,"1,597"
2009W17,Nordrhein-Westfalen,"3,456"
2009W17,Rheinland-Pfalz,738
2009W17,Saarland,212
2009W17,Sachsen,987
2009W17,Sachsen-Anhalt,543
2009W17,Schleswig-Holstein,600
2009W17,Th�ringen,481
2009W18,Germany (until 1990 former territory of the FRG),"15,53"
2009W18,Baden-W�rttemberg,"1,816"
2009W18,Bayern,"2,216"
2009W18,Berlin,582
2009W18,Brandenburg,484
2009W18,Bremen,138
2009W18,Hamburg,355
2009W18,Hessen,"1,095"
2009W18,Mecklenburg-Vorpommern,355
2009W18,Niedersachsen,"1,578"
2009W18,Nordrhein-Westfalen,"3,404"
2009W18,Rheinland-Pfalz,749
2009W18,Saarland,253
2009W18,Sachsen,892
2009W18,Sachsen-Anhalt,551
2009W18,Schleswig-Holstein,591
2009W18,Th�ringen,471
2009W19,Germany (until 1990 former territory of the FRG),"15,422"
2009W19,Baden-W�rttemberg,"1,796"
2009W19,Bayern,"2,233"
2009W19,Berlin,572
2009W19,Brandenburg,510
2009W19,Bremen,154
2009W19,Hamburg,317
2009W19,Hessen,"1,081"
2009W19,Mecklenburg-Vorpommern,330
2009W19,Niedersachsen,"1,534"
2009W19,Nordrhein-Westfalen,"3,437"
2009W19,Rheinland-Pfalz,761
2009W19,Saarland,237
2009W19,Sachsen,843
2009W19,Sachsen-Anhalt,564
2009W19,Schleswig-Holstein,543
2009W19,Th�ringen,510
2009W20,Germany (until 1990 former territory of the FRG),"15,258"
2009W20,Baden-W�rttemberg,"1,751"
2009W20,Bayern,"2,157"
2009W20,Berlin,548
2009W20,Brandenburg,464
2009W20,Bremen,121
2009W20,Hamburg,323
2009W20,Hessen,"1,023"
2009W20,Mecklenburg-Vorpommern,324
2009W20,Niedersachsen,"1,563"
2009W20,Nordrhein-Westfalen,"3,468"
2009W20,Rheinland-Pfalz,808
2009W20,Saarland,220
2009W20,Sachsen,868
2009W20,Sachsen-Anhalt,568
2009W20,Schleswig-Holstein,572
2009W20,Th�ringen,480
2009W21,Germany (until 1990 former territory of the FRG),"15,368"
2009W21,Baden-W�rttemberg,"1,717"
2009W21,Bayern,"2,185"
2009W21,Berlin,545
2009W21,Brandenburg,467
2009W21,Bremen,156
2009W21,Hamburg,355
2009W21,Hessen,"1,098"
2009W21,Mecklenburg-Vorpommern,318
2009W21,Niedersachsen,"1,593"
2009W21,Nordrhein-Westfalen,"3,311"
2009W21,Rheinland-Pfalz,826
2009W21,Saarland,236
2009W21,Sachsen,921
2009W21,Sachsen-Anhalt,575
2009W21,Schleswig-Holstein,564
2009W21,Th�ringen,501
2009W22,Germany (until 1990 former territory of the FRG),"15,491"
2009W22,Baden-W�rttemberg,"1,751"
2009W22,Bayern,"2,203"
2009W22,Berlin,567
2009W22,Brandenburg,517
2009W22,Bremen,128
2009W22,Hamburg,335
2009W22,Hessen,"1,15"
2009W22,Mecklenburg-Vorpommern,322
2009W22,Niedersachsen,"1,581"
2009W22,Nordrhein-Westfalen,"3,445"
2009W22,Rheinland-Pfalz,777
2009W22,Saarland,210
2009W22,Sachsen,899
2009W22,Sachsen-Anhalt,542
2009W22,Schleswig-Holstein,578
2009W22,Th�ringen,486
2009W23,Germany (until 1990 former territory of the FRG),"14,989"
2009W23,Baden-W�rttemberg,"1,758"
2009W23,Bayern,"2,211"
2009W23,Berlin,488
2009W23,Brandenburg,496
2009W23,Bremen,120
2009W23,Hamburg,288
2009W23,Hessen,"1,008"
2009W23,Mecklenburg-Vorpommern,362
2009W23,Niedersachsen,"1,401"
2009W23,Nordrhein-Westfalen,"3,395"
2009W23,Rheinland-Pfalz,789
2009W23,Saarland,205
2009W23,Sachsen,905
2009W23,Sachsen-Anhalt,534
2009W23,Schleswig-Holstein,540
2009W23,Th�ringen,489
2009W24,Germany (until 1990 former territory of the FRG),"15,14"
2009W24,Baden-W�rttemberg,"1,717"
2009W24,Bayern,"2,167"
2009W24,Berlin,599
2009W24,Brandenburg,449
2009W24,Bremen,140
2009W24,Hamburg,264
2009W24,Hessen,"1,06"
2009W24,Mecklenburg-Vorpommern,310
2009W24,Niedersachsen,"1,579"
2009W24,Nordrhein-Westfalen,"3,333"
2009W24,Rheinland-Pfalz,780
2009W24,Saarland,219
2009W24,Sachsen,894
2009W24,Sachsen-Anhalt,560
2009W24,Schleswig-Holstein,547
2009W24,Th�ringen,522
2009W25,Germany (until 1990 former territory of the FRG),"14,931"
2009W25,Baden-W�rttemberg,"1,702"
2009W25,Bayern,"2,13"
2009W25,Berlin,531
2009W25,Brandenburg,441
2009W25,Bremen,142
2009W25,Hamburg,301
2009W25,Hessen,"1,089"
2009W25,Mecklenburg-Vorpommern,307
2009W25,Niedersachsen,"1,506"
2009W25,Nordrhein-Westfalen,"3,356"
2009W25,Rheinland-Pfalz,760
2009W25,Saarland,250
2009W25,Sachsen,896
2009W25,Sachsen-Anhalt,519
2009W25,Schleswig-Holstein,534
2009W25,Th�ringen,467
2009W26,Germany (until 1990 former territory of the FRG),"15,358"
2009W26,Baden-W�rttemberg,"1,71"
2009W26,Bayern,"2,146"
2009W26,Berlin,570
2009W26,Brandenburg,481
2009W26,Bremen,124
2009W26,Hamburg,345
2009W26,Hessen,"1,072"
2009W26,Mecklenburg-Vorpommern,322
2009W26,Niedersachsen,"1,587"
2009W26,Nordrhein-Westfalen,"3,516"
2009W26,Rheinland-Pfalz,771
2009W26,Saarland,239
2009W26,Sachsen,881
2009W26,Sachsen-Anhalt,549
2009W26,Schleswig-Holstein,553
2009W26,Th�ringen,492
2009W27,Germany (until 1990 former territory of the FRG),"15,893"
2009W27,Baden-W�rttemberg,"1,72"
2009W27,Bayern,"2,186"
2009W27,Berlin,523
2009W27,Brandenburg,519
2009W27,Bremen,146
2009W27,Hamburg,297
2009W27,Hessen,"1,115"
2009W27,Mecklenburg-Vorpommern,350
2009W27,Niedersachsen,"1,596"
2009W27,Nordrhein-Westfalen,"3,715"
2009W27,Rheinland-Pfalz,852
2009W27,Saarland,259
2009W27,Sachsen,945
2009W27,Sachsen-Anhalt,562
2009W27,Schleswig-Holstein,601
2009W27,Th�ringen,507
2009W28,Germany (until 1990 former territory of the FRG),"14,657"
2009W28,Baden-W�rttemberg,"1,597"
2009W28,Bayern,"2,12"
2009W28,Berlin,550
2009W28,Brandenburg,480
2009W28,Bremen,129
2009W28,Hamburg,299
2009W28,Hessen,"1,001"
2009W28,Mecklenburg-Vorpommern,329
2009W28,Niedersachsen,"1,479"
2009W28,Nordrhein-Westfalen,"3,415"
2009W28,Rheinland-Pfalz,730
2009W28,Saarland,199
2009W28,Sachsen,829
2009W28,Sachsen-Anhalt,491
2009W28,Schleswig-Holstein,561
2009W28,Th�ringen,448
2009W29,Germany (until 1990 former territory of the FRG),"14,914"
2009W29,Baden-W�rttemberg,"1,674"
2009W29,Bayern,"2,123"
2009W29,Berlin,553
2009W29,Brandenburg,479
2009W29,Bremen,137
2009W29,Hamburg,288
2009W29,Hessen,"1,07"
2009W29,Mecklenburg-Vorpommern,359
2009W29,Niedersachsen,"1,493"
2009W29,Nordrhein-Westfalen,"3,367"
2009W29,Rheinland-Pfalz,747
2009W29,Saarland,204
2009W29,Sachsen,864
2009W29,Sachsen-Anhalt,521
2009W29,Schleswig-Holstein,562
2009W29,Th�ringen,473
2009W30,Germany (until 1990 former territory of the FRG),"14,754"
2009W30,Baden-W�rttemberg,"1,666"
2009W30,Bayern,"2,154"
2009W30,Berlin,502
2009W30,Brandenburg,467
2009W30,Bremen,144
2009W30,Hamburg,293
2009W30,Hessen,"1,049"
2009W30,Mecklenburg-Vorpommern,328
2009W30,Niedersachsen,"1,444"
2009W30,Nordrhein-Westfalen,"3,415"
2009W30,Rheinland-Pfalz,768
2009W30,Saarland,219
2009W30,Sachsen,837
2009W30,Sachsen-Anhalt,515
2009W30,Schleswig-Holstein,517
2009W30,Th�ringen,436
2009W31,Germany (until 1990 former territory of the FRG),"14,787"
2009W31,Baden-W�rttemberg,"1,649"
2009W31,Bayern,"2,154"
2009W31,Berlin,541
2009W31,Brandenburg,484
2009W31,Bremen,121
2009W31,Hamburg,308
2009W31,Hessen,"1,058"
2009W31,Mecklenburg-Vorpommern,320
2009W31,Niedersachsen,"1,501"
2009W31,Nordrhein-Westfalen,"3,257"
2009W31,Rheinland-Pfalz,763
2009W31,Saarland,217
2009W31,Sachsen,885
2009W31,Sachsen-Anhalt,502
2009W31,Schleswig-Holstein,541
2009W31,Th�ringen,486
2009W32,Germany (until 1990 former territory of the FRG),15
2009W32,Baden-W�rttemberg,"1,619"
2009W32,Bayern,"2,075"
2009W32,Berlin,566
2009W32,Brandenburg,475
2009W32,Bremen,143
2009W32,Hamburg,319
2009W32,Hessen,"1,042"
2009W32,Mecklenburg-Vorpommern,349
2009W32,Niedersachsen,"1,499"
2009W32,Nordrhein-Westfalen,"3,389"
2009W32,Rheinland-Pfalz,786
2009W32,Saarland,213
2009W32,Sachsen,917
2009W32,Sachsen-Anhalt,566
2009W32,Schleswig-Holstein,600
2009W32,Th�ringen,442
2009W33,Germany (until 1990 former territory of the FRG),"14,648"
2009W33,Baden-W�rttemberg,"1,627"
2009W33,Bayern,"2,148"
2009W33,Berlin,524
2009W33,Brandenburg,479
2009W33,Bremen,115
2009W33,Hamburg,263
2009W33,Hessen,"1,048"
2009W33,Mecklenburg-Vorpommern,333
2009W33,Niedersachsen,"1,418"
2009W33,Nordrhein-Westfalen,"3,261"
2009W33,Rheinland-Pfalz,778
2009W33,Saarland,211
2009W33,Sachsen,907
2009W33,Sachsen-Anhalt,532
2009W33,Schleswig-Holstein,550
2009W33,Th�ringen,454
2009W34,Germany (until 1990 former territory of the FRG),"14,714"
2009W34,Baden-W�rttemberg,"1,618"
2009W34,Bayern,"2,139"
2009W34,Berlin,562
2009W34,Brandenburg,486
2009W34,Bremen,113
2009W34,Hamburg,301
2009W34,Hessen,977
2009W34,Mecklenburg-Vorpommern,337
2009W34,Niedersachsen,"1,471"
2009W34,Nordrhein-Westfalen,"3,256"
2009W34,Rheinland-Pfalz,781
2009W34,Saarland,254
2009W34,Sachsen,930
2009W34,Sachsen-Anhalt,521
2009W34,Schleswig-Holstein,523
2009W34,Th�ringen,445
2009W35,Germany (until 1990 former territory of the FRG),"14,398"
2009W35,Baden-W�rttemberg,"1,701"
2009W35,Bayern,"2,029"
2009W35,Berlin,506
2009W35,Brandenburg,479
2009W35,Bremen,109
2009W35,Hamburg,309
2009W35,Hessen,"1,021"
2009W35,Mecklenburg-Vorpommern,331
2009W35,Niedersachsen,"1,429"
2009W35,Nordrhein-Westfalen,"3,204"
2009W35,Rheinland-Pfalz,750
2009W35,Saarland,193
2009W35,Sachsen,851
2009W35,Sachsen-Anhalt,509
2009W35,Schleswig-Holstein,539
2009W35,Th�ringen,438
2009W36,Germany (until 1990 former territory of the FRG),"14,575"
2009W36,Baden-W�rttemberg,"1,664"
2009W36,Bayern,"2,08"
2009W36,Berlin,517
2009W36,Brandenburg,502
2009W36,Bremen,144
2009W36,Hamburg,295
2009W36,Hessen,"1,003"
2009W36,Mecklenburg-Vorpommern,362
2009W36,Niedersachsen,"1,488"
2009W36,Nordrhein-Westfalen,"3,199"
2009W36,Rheinland-Pfalz,724
2009W36,Saarland,208
2009W36,Sachsen,883
2009W36,Sachsen-Anhalt,536
2009W36,Schleswig-Holstein,553
2009W36,Th�ringen,417
2009W37,Germany (until 1990 former territory of the FRG),"14,592"
2009W37,Baden-W�rttemberg,"1,672"
2009W37,Bayern,"2,129"
2009W37,Berlin,551
2009W37,Brandenburg,462
2009W37,Bremen,130
2009W37,Hamburg,311
2009W37,Hessen,"1,044"
2009W37,Mecklenburg-Vorpommern,306
2009W37,Niedersachsen,"1,411"
2009W37,Nordrhein-Westfalen,"3,3"
2009W37,Rheinland-Pfalz,688
2009W37,Saarland,203
2009W37,Sachsen,906
2009W37,Sachsen-Anhalt,508
2009W37,Schleswig-Holstein,490
2009W37,Th�ringen,481
2009W38,Germany (until 1990 former territory of the FRG),"14,912"
2009W38,Baden-W�rttemberg,"1,674"
2009W38,Bayern,"2,098"
2009W38,Berlin,574
2009W38,Brandenburg,480
2009W38,Bremen,146
2009W38,Hamburg,312
2009W38,Hessen,"1,07"
2009W38,Mecklenburg-Vorpommern,312
2009W38,Niedersachsen,"1,494"
2009W38,Nordrhein-Westfalen,"3,356"
2009W38,Rheinland-Pfalz,765
2009W38,Saarland,213
2009W38,Sachsen,844
2009W38,Sachsen-Anhalt,507
2009W38,Schleswig-Holstein,589
2009W38,Th�ringen,478
2009W39,Germany (until 1990 former territory of the FRG),"14,896"
2009W39,Baden-W�rttemberg,"1,756"
2009W39,Bayern,"2,09"
2009W39,Berlin,568
2009W39,Brandenburg,477
2009W39,Bremen,118
2009W39,Hamburg,288
2009W39,Hessen,"1,011"
2009W39,Mecklenburg-Vorpommern,372
2009W39,Niedersachsen,"1,432"
2009W39,Nordrhein-Westfalen,"3,298"
2009W39,Rheinland-Pfalz,778
2009W39,Saarland,217
2009W39,Sachsen,870
2009W39,Sachsen-Anhalt,573
2009W39,Schleswig-Holstein,594
2009W39,Th�ringen,454
2009W40,Germany (until 1990 former territory of the FRG),"14,999"
2009W40,Baden-W�rttemberg,"1,695"
2009W40,Bayern,"2,18"
2009W40,Berlin,547
2009W40,Brandenburg,480
2009W40,Bremen,138
2009W40,Hamburg,308
2009W40,Hessen,"1,056"
2009W40,Mecklenburg-Vorpommern,346
2009W40,Niedersachsen,"1,446"
2009W40,Nordrhein-Westfalen,"3,373"
2009W40,Rheinland-Pfalz,787
2009W40,Saarland,231
2009W40,Sachsen,859
2009W40,Sachsen-Anhalt,519
2009W40,Schleswig-Holstein,593
2009W40,Th�ringen,441
2009W41,Germany (until 1990 former territory of the FRG),"15,562"
2009W41,Baden-W�rttemberg,"1,842"
2009W41,Bayern,"2,299"
2009W41,Berlin,638
2009W41,Brandenburg,468
2009W41,Bremen,129
2009W41,Hamburg,302
2009W41,Hessen,"1,102"
2009W41,Mecklenburg-Vorpommern,330
2009W41,Niedersachsen,"1,47"
2009W41,Nordrhein-Westfalen,"3,452"
2009W41,Rheinland-Pfalz,779
2009W41,Saarland,216
2009W41,Sachsen,922
2009W41,Sachsen-Anhalt,531
2009W41,Schleswig-Holstein,560
2009W41,Th�ringen,522
2009W42,Germany (until 1990 former territory of the FRG),"15,469"
2009W42,Baden-W�rttemberg,"1,762"
2009W42,Bayern,"2,192"
2009W42,Berlin,598
2009W42,Brandenburg,522
2009W42,Bremen,145
2009W42,Hamburg,282
2009W42,Hessen,"1,01"
2009W42,Mecklenburg-Vorpommern,365
2009W42,Niedersachsen,"1,593"
2009W42,Nordrhein-Westfalen,"3,464"
2009W42,Rheinland-Pfalz,804
2009W42,Saarland,208
2009W42,Sachsen,928
2009W42,Sachsen-Anhalt,535
2009W42,Schleswig-Holstein,559
2009W42,Th�ringen,502
2009W43,Germany (until 1990 former territory of the FRG),"16,375"
2009W43,Baden-W�rttemberg,"1,882"
2009W43,Bayern,"2,342"
2009W43,Berlin,612
2009W43,Brandenburg,530
2009W43,Bremen,149
2009W43,Hamburg,321
2009W43,Hessen,"1,173"
2009W43,Mecklenburg-Vorpommern,354
2009W43,Niedersachsen,"1,674"
2009W43,Nordrhein-Westfalen,"3,584"
2009W43,Rheinland-Pfalz,877
2009W43,Saarland,260
2009W43,Sachsen,889
2009W43,Sachsen-Anhalt,612
2009W43,Schleswig-Holstein,605
2009W43,Th�ringen,511
2009W44,Germany (until 1990 former territory of the FRG),"15,732"
2009W44,Baden-W�rttemberg,"1,811"
2009W44,Bayern,"2,322"
2009W44,Berlin,600
2009W44,Brandenburg,494
2009W44,Bremen,133
2009W44,Hamburg,337
2009W44,Hessen,"1,133"
2009W44,Mecklenburg-Vorpommern,320
2009W44,Niedersachsen,"1,566"
2009W44,Nordrhein-Westfalen,"3,507"
2009W44,Rheinland-Pfalz,830
2009W44,Saarland,226
2009W44,Sachsen,891
2009W44,Sachsen-Anhalt,549
2009W44,Schleswig-Holstein,555
2009W44,Th�ringen,458
2009W45,Germany (until 1990 former territory of the FRG),"16,374"
2009W45,Baden-W�rttemberg,"1,913"
2009W45,Bayern,"2,433"
2009W45,Berlin,647
2009W45,Brandenburg,524
2009W45,Bremen,147
2009W45,Hamburg,342
2009W45,Hessen,"1,198"
2009W45,Mecklenburg-Vorpommern,336
2009W45,Niedersachsen,"1,577"
2009W45,Nordrhein-Westfalen,"3,569"
2009W45,Rheinland-Pfalz,816
2009W45,Saarland,250
2009W45,Sachsen,990
2009W45,Sachsen-Anhalt,594
2009W45,Schleswig-Holstein,548
2009W45,Th�ringen,490
2009W46,Germany (until 1990 former territory of the FRG),"16,372"
2009W46,Baden-W�rttemberg,"1,907"
2009W46,Bayern,"2,387"
2009W46,Berlin,600
2009W46,Brandenburg,553
2009W46,Bremen,155
2009W46,Hamburg,319
2009W46,Hessen,"1,136"
2009W46,Mecklenburg-Vorpommern,357
2009W46,Niedersachsen,"1,61"
2009W46,Nordrhein-Westfalen,"3,645"
2009W46,Rheinland-Pfalz,799
2009W46,Saarland,235
2009W46,Sachsen,"1,025"
2009W46,Sachsen-Anhalt,575
2009W46,Schleswig-Holstein,573
2009W46,Th�ringen,496
2009W47,Germany (until 1990 former territory of the FRG),"16,371"
2009W47,Baden-W�rttemberg,"1,895"
2009W47,Bayern,"2,346"
2009W47,Berlin,646
2009W47,Brandenburg,519
2009W47,Bremen,145
2009W47,Hamburg,337
2009W47,Hessen,"1,167"
2009W47,Mecklenburg-Vorpommern,326
2009W47,Niedersachsen,"1,691"
2009W47,Nordrhein-Westfalen,"3,694"
2009W47,Rheinland-Pfalz,765
2009W47,Saarland,239
2009W47,Sachsen,978
2009W47,Sachsen-Anhalt,583
2009W47,Schleswig-Holstein,563
2009W47,Th�ringen,477
2009W48,Germany (until 1990 former territory of the FRG),"16,225"
2009W48,Baden-W�rttemberg,"1,883"
2009W48,Bayern,"2,324"
2009W48,Berlin,624
2009W48,Brandenburg,519
2009W48,Bremen,145
2009W48,Hamburg,315
2009W48,Hessen,"1,138"
2009W48,Mecklenburg-Vorpommern,367
2009W48,Niedersachsen,"1,631"
2009W48,Nordrhein-Westfalen,"3,641"
2009W48,Rheinland-Pfalz,814
2009W48,Saarland,232
2009W48,Sachsen,941
2009W48,Sachsen-Anhalt,565
2009W48,Schleswig-Holstein,597
2009W48,Th�ringen,489
2009W49,Germany (until 1990 former territory of the FRG),"16,338"
2009W49,Baden-W�rttemberg,"1,832"
2009W49,Bayern,"2,36"
2009W49,Berlin,645
2009W49,Brandenburg,545
2009W49,Bremen,145
2009W49,Hamburg,332
2009W49,Hessen,"1,174"
2009W49,Mecklenburg-Vorpommern,323
2009W49,Niedersachsen,"1,619"
2009W49,Nordrhein-Westfalen,"3,64"
2009W49,Rheinland-Pfalz,863
2009W49,Saarland,245
2009W49,Sachsen,944
2009W49,Sachsen-Anhalt,543
2009W49,Schleswig-Holstein,595
2009W49,Th�ringen,533
2009W50,Germany (until 1990 former territory of the FRG),"16,343"
2009W50,Baden-W�rttemberg,"1,851"
2009W50,Bayern,"2,381"
2009W50,Berlin,613
2009W50,Brandenburg,522
2009W50,Bremen,140
2009W50,Hamburg,331
2009W50,Hessen,"1,169"
2009W50,Mecklenburg-Vorpommern,363
2009W50,Niedersachsen,"1,667"
2009W50,Nordrhein-Westfalen,"3,654"
2009W50,Rheinland-Pfalz,820
2009W50,Saarland,227
2009W50,Sachsen,957
2009W50,Sachsen-Anhalt,574
2009W50,Schleswig-Holstein,594
2009W50,Th�ringen,480
2009W51,Germany (until 1990 former territory of the FRG),"17,004"
2009W51,Baden-W�rttemberg,"1,977"
2009W51,Bayern,"2,431"
2009W51,Berlin,629
2009W51,Brandenburg,561
2009W51,Bremen,135
2009W51,Hamburg,327
2009W51,Hessen,"1,203"
2009W51,Mecklenburg-Vorpommern,348
2009W51,Niedersachsen,"1,715"
2009W51,Nordrhein-Westfalen,"3,777"
2009W51,Rheinland-Pfalz,859
2009W51,Saarland,239
2009W51,Sachsen,998
2009W51,Sachsen-Anhalt,650
2009W51,Schleswig-Holstein,627
2009W51,Th�ringen,528
2009W52,Germany (until 1990 former territory of the FRG),"17,812"
2009W52,Baden-W�rttemberg,"1,951"
2009W52,Bayern,"2,545"
2009W52,Berlin,701
2009W52,Brandenburg,634
2009W52,Bremen,186
2009W52,Hamburg,350
2009W52,Hessen,"1,261"
2009W52,Mecklenburg-Vorpommern,415
2009W52,Niedersachsen,"1,762"
2009W52,Nordrhein-Westfalen,"4,039"
2009W52,Rheinland-Pfalz,892
2009W52,Saarland,244
2009W52,Sachsen,"1,055"
2009W52,Sachsen-Anhalt,652
2009W52,Schleswig-Holstein,613
2009W52,Th�ringen,512
2009W53,Germany (until 1990 former territory of the FRG),"17,466"
2009W53,Baden-W�rttemberg,"1,949"
2009W53,Bayern,"2,487"
2009W53,Berlin,656
2009W53,Brandenburg,589
2009W53,Bremen,160
2009W53,Hamburg,355
2009W53,Hessen,"1,241"
2009W53,Mecklenburg-Vorpommern,347
2009W53,Niedersachsen,"1,787"
2009W53,Nordrhein-Westfalen,"3,943"
2009W53,Rheinland-Pfalz,861
2009W53,Saarland,265
2009W53,Sachsen,"1,017"
2009W53,Sachsen-Anhalt,650
2009W53,Schleswig-Holstein,598
2009W53,Th�ringen,561
2010W01,Germany (until 1990 former territory of the FRG),"17,56"
2010W01,Baden-W�rttemberg,"2,004"
2010W01,Bayern,"2,48"
